Product,Category,Customer,Region,Date,Quantity,Unit Price,Discount,Cost,Sales
Phone,Electronics,Cust_394,Canada,26-01-2022,9,208,0.23,1014,1441.44
Keyboard,Office,Cust_66,UK,07-10-2023,1,92,0.27,1410,67.16
Headphones,Accessories,Cust_195,Canada,25-06-2024,2,1355,0.18,710,2222.2
Mouse,Accessories,Cust_415,UK,28-01-2024,1,409,0.24,467,310.84
Phone,Office,Cust_22,Australia,22-02-2024,7,1946,0.06,867,12804.68
Headphones,Electronics,Cust_358,UK,07-07-2022,5,600,0.22,975,23400
Keyboard,Electronics,Cust_321,Germany,13-10-2023,1,1096,0.01,1377,1085.04
Tablet,Office,Cust_12,Germany,10-12-2024,4,1581,0.25,805,4743
Monitor,Electronics,Cust_16,Canada,19-10-2023,5,1881,0.1,965,8464.5
,Accessories,Cust_333,India,13-02-2023,6,780,0.16,219,3931.2
Keyboard,Electronics,Cust_169,Germany,10-07-2023,3,1408,0.15,1014,3590.4
Tablet,Office,Cust_316,UK,14-03-2024,8,1110,0.19,460,7192.8
Headphones,Electronics,Cust_22,India,15-02-2024,9,1160,0.17,621,8665.2
Printer,Office,Cust_206,Australia,07-11-2024,2,1742,0.24,218,2647.84
Laptop,Accessories,Cust_380,Germany,02-10-2024,4,247,0.03,276,958.36
Keyboard,Office,Cust_57,Canada,29-09-2022,1,605,0.29,1433,429.55
Monitor,Accessories,Cust_460,UK,22-10-2022,7,1104,0.3,34,5409.6
Printer,Office,Cust_208,Germany,25-12-2024,7,960,0.03,72,6518.4
Keyboard,Accessories,Cust_293,Australia,26-03-2023,5,1936,0.06,140,9099.2
Keyboard,Electronics,Cust_355,Germany,27-12-2024,1,150,0.24,504,114
Phone,Office,Cust_246,USA,22-05-2023,2,738,0.21,546,1166.04
Mouse,Electronics,Cust_288,Canada,19-09-2023,4,439,0.08,725,1615.52
Mouse,Accessories,Cust_288,USA,26-06-2024,1,264,0.15,1326,224.4
Mouse,Office,Cust_158,Germany,10-06-2022,5,1609,0.06,505,7562.3
Keyboard,Accessories,Cust_97,USA,31-03-2023,8,615,0.22,752,3837.6
Headphones,Accessories,Cust_35,India,09-10-2024,2,950,0,1334,1900
Keyboard,Electronics,Cust_157,Germany,13-05-2022,8,1702,0.3,795,9531.2
Monitor,Accessories,Cust_138,Australia,19-11-2024,7,890,0.26,1278,4610.2
Laptop,Office,Cust_325,Canada,22-12-2022,9,261,0.24,1454,1785.24
Headphones,Accessories,Cust_402,USA,09-07-2024,6,1146,,1349,6463.44
Keyboard,Office,Cust_155,Canada,12-02-2022,9,429,0.16,206,3243.24
Monitor,Electronics,Cust_81,Canada,27-03-2023,5,129,0.06,909,606.3
Headphones,Accessories,Cust_132,UK,28-06-2022,7,818,0.28,1243,4122.72
Laptop,Office,Cust_321,UK,20-06-2024,7,1983,0.02,557,13603.38
Headphones,Office,Cust_26,Canada,24-12-2022,4,238,0.02,559,932.96
Monitor,Electronics,Cust_287,India,17-12-2023,6,670,0.05,1494,3819
Tablet,Electronics,Cust_119,UK,17-01-2022,3,288,0.17,93,717.12
Printer,Electronics,Cust_392,USA,04-10-2024,9,900,0.29,1174,5751
Tablet,Accessories,Cust_320,UK,13-02-2024,3,1735,0.13,765,4528.35
Tablet,Accessories,Cust_473,USA,22-09-2024,5,1202,0.2,1264,4808
Mouse,Electronics,Cust_291,Germany,03-12-2023,8,1714,0.24,1230,10421.12
Mouse,Electronics,Cust_147,USA,21-09-2022,3,1056,0.2,504,2534.4
Laptop,Accessories,Cust_307,USA,23-04-2023,8,448,0.23,1173,2759.68
Keyboard,Office,Cust_252,India,16-06-2022,6,1836,0.3,867,7711.2
Laptop,Electronics,Cust_447,Canada,21-02-2023,4,507,0.28,249,1460.16
Tablet,Electronics,Cust_473,Australia,23-01-2023,3,615,0.17,510,1531.35
Mouse,Electronics,Cust_425,Canada,19-12-2024,2,865,0.15,1044,1470.5
Laptop,Office,Cust_209,Canada,14-11-2024,7,982,0.3,345,4811.8
Tablet,Office,Cust_359,USA,26-05-2023,9,258,0.27,1016,1695.06
Mouse,Accessories,Cust_283,India,23-04-2023,7,1249,0.23,1329,6732.11
Phone,Accessories,Cust_300,Germany,25-08-2024,7,1548,0.25,380,8127
Tablet,Electronics,Cust_240,UK,04-12-2023,6,166,0.18,1074,816.72
Monitor,Accessories,Cust_82,UK,17-01-2024,9,965,0.05,860,8250.75
Headphones,Office,Cust_407,Australia,25-02-2023,8,1646,0.19,806,10666.08
Keyboard,Office,Cust_112,Canada,16-02-2024,7,1136,0.2,1288,6361.6
Laptop,Accessories,Cust_218,Australia,06-11-2023,1,1270,0.24,1333,965.2
Mouse,Office,Cust_392,UK,01-02-2023,8,1033,0.17,930,6859.12
Keyboard,Office,Cust_108,Germany,26-03-2023,5,449,0.14,158,1930.7
Keyboard,Office,Cust_27,USA,03-12-2023,7,1357,0.13,141,8264.13
Phone,Accessories,Cust_283,India,26-11-2022,6,541,0.07,998,3018.78
Phone,Accessories,Cust_237,UK,17-10-2024,9,295,0.25,107,1991.25
Monitor,Accessories,Cust_352,Australia,18-10-2024,2,994,0.12,765,1749.44
Keyboard,Accessories,Cust_481,India,04-03-2024,2,1559,0.29,1231,2213.78
Laptop,Accessories,Cust_15,USA,04-11-2023,4,1649,0.15,1037,5606.6
Keyboard,Office,Cust_98,Germany,29-02-2024,2,1616,0.13,1017,2811.84
Laptop,Accessories,Cust_211,Canada,13-05-2024,2,99,0.1,906,178.2
Laptop,Accessories,Cust_454,Australia,19-04-2024,1,1939,0.1,887,1745.1
Printer,Accessories,Cust_371,USA,19-04-2022,4,300,0.12,658,1056
Headphones,Electronics,Cust_283,Germany,10-04-2022,7,1708,0.12,244,10521.28
Keyboard,Electronics,Cust_342,Germany,27-06-2023,6,605,0.26,686,2686.2
Phone,Accessories,Cust_68,USA,12-03-2022,4,1373,0.13,1299,4778.04
Keyboard,Electronics,Cust_208,UK,12-04-2024,5,258,0.25,595,967.5
Keyboard,Office,Cust_109,Germany,05-09-2024,5,1354,0.27,571,4942.1
Headphones,Office,Cust_197,UK,09-06-2022,8,1722,0.07,243,12811.68
Keyboard,Accessories,Cust_391,USA,08-11-2023,1,106,0.23,925,816.2
Phone,Electronics,Cust_442,Germany,24-12-2024,4,190,0.25,621,570
Printer,Accessories,Cust_275,Canada,03-12-2023,6,884,0.19,1384,4296.24
Headphones,Accessories,Cust_431,Canada,20-01-2023,7,789,0.23,,4252.71
Tablet,Accessories,Cust_309,USA,01-09-2023,3,474,0.14,230,1222.92
Headphones,Office,Cust_194,USA,06-10-2022,3,1174,0.01,35,3486.78
Monitor,Office,Cust_432,Canada,08-02-2023,4,1519,0.27,234,4435.48
Tablet,Office,Cust_379,Canada,05-11-2024,9,206,0.21,646,1464.66
Laptop,Electronics,Cust_276,India,01-06-2023,3,727,0.22,366,1701.18
Monitor,Office,Cust_358,USA,24-12-2024,4,1889,0.13,1053,6573.72
Keyboard,Electronics,Cust_10,Australia,14-11-2023,5,520,0.08,1153,2392
Laptop,Accessories,Cust_83,Canada,18-04-2022,8,448,0.1,232,3225.6
Tablet,Office,Cust_51,Australia,11-09-2022,3,696,0.29,346,1482.48
Tablet,Electronics,Cust_276,India,13-05-2022,4,1365,0.16,855,4586.4
Keyboard,Electronics,Cust_380,USA,03-09-2022,2,1767,0.11,1364,3145.26
Mouse,Electronics,Cust_191,USA,26-08-2024,7,1168,0.25,702,6132
Mouse,Accessories,Cust_121,Canada,04-02-2023,4,526,0.27,1163,1535.92
Keyboard,Accessories,Cust_167,Germany,18-08-2023,5,390,0.23,874,1501.5
Phone,Accessories,Cust_376,Germany,29-04-2024,9,557,0.26,863,3709.62
Monitor,Electronics,Cust_401,USA,06-03-2024,2,1082,0.04,764,2077.44
Keyboard,Accessories,Cust_226,Germany,12-03-2024,3,1270,0.28,1237,2743.2
Phone,Office,Cust_480,Canada,11-08-2024,1,1223,0.18,1221,1002.86
Keyboard,Electronics,Cust_282,USA,14-06-2023,8,1054,0.21,970,6661.28
Keyboard,Accessories,Cust_287,Australia,27-04-2023,1,517,0.03,535,501.49
Mouse,Office,Cust_185,USA,16-07-2022,7,1392,0.13,929,8477.28
Laptop,Electronics,Cust_124,Germany,26-04-2024,1,928,0.14,726,798.08
Phone,Accessories,Cust_42,India,24-01-2024,9,1941,0.25,1251,13101.75
Printer,Accessories,Cust_207,Germany,09-07-2023,1,981,0.28,1497,706.32
Monitor,Office,Cust_111,Germany,10-10-2023,1,1236,0.19,448,1001.16
Printer,Accessories,Cust_428,USA,01-09-2023,3,581,0.05,1212,1655.85
Phone,Office,Cust_457,Canada,10-07-2022,5,430,0.23,1337,1655.5
Laptop,Electronics,Cust_317,USA,18-11-2023,6,970,0.09,383,5296.2
Keyboard,Electronics,Cust_410,India,17-02-2023,9,258,0.23,683,1787.94
Monitor,Office,Cust_172,Australia,22-08-2023,9,580,0.13,586,4541.4
Monitor,Office,Cust_58,USA,24-04-2024,4,1536,0.11,514,5468.16
Laptop,Accessories,Cust_305,UK,25-02-2024,8,1508,0,609,12064
Monitor,Office,Cust_19,Australia,26-12-2023,9,1117,0.08,209,9248.76
Printer,Accessories,Cust_299,UK,14-06-2022,7,1757,0.14,132,10577.14
Laptop,Electronics,Cust_100,Australia,21-11-2024,8,766,0.04,1451,5882.88
Monitor,Electronics,Cust_69,India,28-07-2024,6,854,0.06,533,4816.56
Laptop,Office,Cust_274,Australia,28-07-2023,1,1472,0.22,32,1148.16
Tablet,Office,Cust_28,USA,20-09-2022,1,1446,0.13,221,1258.02
Keyboard,Accessories,Cust_146,USA,22-07-2023,6,1289,0.29,898,5491.14
Laptop,Office,Cust_57,USA,12-10-2023,6,1412,0.23,852,6523.44
Tablet,Electronics,Cust_294,Canada,23-07-2024,9,1858,0.18,108,13712.04
Keyboard,Office,Cust_425,Germany,26-03-2022,8,197,0.11,856,1402.64
Laptop,Accessories,Cust_64,Australia,04-08-2022,2,1172,0.18,411,1922.08
Laptop,Office,Cust_308,USA,29-04-2023,7,1590,0.07,997,10350.9
Headphones,Electronics,Cust_133,USA,25-06-2024,1,1878,0.06,110,1765.32
Mouse,Office,Cust_130,Germany,03-07-2022,6,719,0,313,4314
Monitor,Electronics,Cust_442,Australia,02-03-2022,8,1367,0.21,1092,8639.44
Headphones,Electronics,Cust_144,Germany,10-10-2022,3,472,0.04,1309,1359.36
Mouse,Electronics,Cust_22,Germany,07-02-2022,8,1080,0.28,168,6220.8
Monitor,Electronics,Cust_415,Australia,15-03-2022,9,281,0.07,51,2351.97
Headphones,Electronics,Cust_269,Canada,01-12-2022,2,962,0.24,651,1462.24
Laptop,Electronics,Cust_429,Australia,06-06-2024,8,1113,0.21,1457,7034.16
Monitor,Accessories,Cust_483,USA,29-10-2022,5,334,0.21,1392,1319.3
Keyboard,Office,Cust_28,India,02-06-2023,1,705,0.01,758,697.95
Headphones,Office,Cust_16,UK,06-11-2024,6,1917,0.2,988,9201.6
,Accessories,Cust_80,UK,26-04-2024,3,1191,0.3,961,2501.1
Headphones,Office,Cust_187,UK,12-04-2023,9,917,0.02,409,8087.94
Monitor,Accessories,Cust_114,USA,04-11-2022,2,1682,0.27,416,2455.72
Phone,Accessories,Cust_266,USA,07-06-2023,6,1682,0.1,482,9082.8
Phone,Accessories,Cust_164,UK,06-01-2024,5,1375,0.1,341,6187.5
Headphones,Accessories,Cust_428,Germany,04-07-2024,4,947,0.2,1250,3030.4
Printer,Electronics,Cust_241,Canada,27-08-2022,9,1575,,1337,13749.75
Monitor,Electronics,Cust_138,Germany,23-11-2022,8,1948,0.18,241,12778.88
Phone,Office,Cust_223,Canada,01-11-2023,5,1429,0.13,216,6216.15
Monitor,Electronics,Cust_59,Germany,25-11-2023,7,1392,0.18,897,7990.08
Tablet,Electronics,Cust_63,India,30-11-2023,6,104,0.07,715,580.32
Monitor,Accessories,Cust_411,Australia,07-07-2023,2,1570,0.01,250,3108.6
Keyboard,Electronics,Cust_263,USA,21-10-2023,3,1006,0,1206,3018
Laptop,Accessories,Cust_326,Canada,23-03-2023,9,77,0.03,,672.21
Headphones,Office,Cust_462,India,12-03-2024,6,571,0.27,1009,2500.98
Tablet,Electronics,Cust_156,Canada,31-07-2024,4,1240,0.13,361,4315.2
Phone,Accessories,Cust_289,USA,17-12-2022,8,1812,0.14,663,12466.56
Laptop,Accessories,Cust_270,Germany,30-03-2024,4,1431,0.14,1199,4922.64
Mouse,Office,Cust_8,India,21-10-2022,4,1867,0.22,683,5825.04
Tablet,Office,Cust_229,UK,08-01-2023,5,74,0.05,353,351.5
Tablet,Electronics,Cust_274,Canada,23-05-2022,9,309,0.01,1287,2753.19
Printer,Office,Cust_244,Germany,29-04-2024,4,114,0.12,1248,401.28
Tablet,Office,Cust_25,Australia,29-07-2022,5,1045,0.23,1429,4023.25
Mouse,Office,Cust_308,Canada,30-04-2022,7,1940,,936,12765.2
Monitor,Accessories,Cust_227,Canada,19-03-2023,8,1110,0.2,431,7104
Monitor,Accessories,Cust_134,UK,18-06-2023,8,179,0.09,153,1303.12
Laptop,Accessories,Cust_141,Australia,31-12-2024,6,910,0.03,751,5296.2
Tablet,Office,Cust_173,USA,19-08-2022,4,772,0.23,884,2377.76
Printer,Accessories,Cust_481,Germany,30-04-2023,4,293,0.01,1475,1160.28
Printer,Office,Cust_342,Canada,05-06-2022,6,484,0.07,1344,2700.72
Headphones,Electronics,Cust_150,USA,13-06-2024,3,189,0.2,1199,453.6
Mouse,Accessories,Cust_221,UK,31-07-2022,1,629,0.24,890,478.04
Keyboard,Electronics,Cust_277,USA,03-12-2024,8,1621,0.29,409,9207.28
Monitor,Electronics,Cust_388,USA,26-12-2024,4,637,0.04,695,2446.08
Keyboard,Accessories,Cust_121,Canada,27-08-2023,3,1780,0.1,289,4806
Printer,Electronics,Cust_26,USA,15-09-2023,2,1800,0.3,555,2520
,Accessories,Cust_136,UK,19-03-2024,4,650,0.22,1240,2028
Printer,Electronics,Cust_319,Australia,12-06-2023,4,308,0.09,1075,1121.12
Laptop,Office,Cust_224,India,11-10-2022,8,1665,0.12,213,11721.6
Keyboard,Accessories,Cust_99,Canada,30-09-2024,9,258,0.07,719,2159.46
Phone,Office,Cust_111,Canada,30-11-2024,4,777,0.27,981,2268.84
Phone,Accessories,Cust_368,Australia,15-01-2024,4,934,0.02,211,3661.28
Headphones,Electronics,Cust_69,Germany,22-07-2022,8,266,0.22,359,1659.84
Tablet,Accessories,Cust_59,UK,20-07-2022,4,498,0.08,968,1832.64
Keyboard,Office,Cust_78,India,23-04-2022,2,1404,0.21,596,2218.32
Printer,Electronics,Cust_365,USA,24-09-2023,3,587,0.25,1237,1320.75
Headphones,Electronics,Cust_261,USA,14-05-2023,7,1856,0.01,57,12862.08
Phone,Accessories,Cust_381,UK,05-10-2024,9,1967,0.13,489,15401.61
Phone,Electronics,Cust_432,Canada,05-04-2023,9,424,0.17,754,3167.28
Laptop,Electronics,Cust_471,Germany,11-02-2024,2,1274,0.24,1257,1936.48
Monitor,Electronics,Cust_384,UK,01-08-2022,6,1174,0.25,936,5283
Tablet,Electronics,Cust_181,Germany,16-01-2023,2,1941,0.15,1344,3299.7
Tablet,Electronics,Cust_170,Germany,04-08-2023,3,1872,0.3,1221,3931.2
Phone,Electronics,Cust_351,India,31-08-2022,7,1898,0.22,193,10363.08
Laptop,Office,Cust_279,UK,10-06-2023,4,338,0.18,759,1108.64
Laptop,Office,Cust_135,USA,08-10-2023,4,400,0.08,281,1472
Phone,Electronics,Cust_39,Germany,13-01-2022,7,107,0.25,1034,561.75
Phone,Electronics,Cust_349,Germany,15-09-2023,9,1654,0.29,709,10569.06
Laptop,Electronics,Cust_455,UK,17-01-2022,1,993,0.24,466,754.68
,Electronics,Cust_291,Germany,04-05-2023,6,952,0.2,649,4569.6
Tablet,Accessories,Cust_70,UK,27-09-2024,9,1262,0.08,,10449.36
Tablet,Electronics,Cust_341,UK,29-06-2022,2,1654,0.07,273,3076.44
Keyboard,Electronics,Cust_364,UK,28-04-2023,3,122,,1348,285.48
Tablet,Office,Cust_320,UK,02-01-2023,3,1626,0.24,902,3707.28
Tablet,Accessories,Cust_487,USA,02-03-2023,6,1125,0.22,552,5265
Phone,Electronics,Cust_365,Canada,04-05-2022,1,427,0.15,189,362.95
Printer,Accessories,Cust_211,Germany,01-12-2022,4,1757,0.19,1313,5692.68
Printer,Accessories,Cust_496,Australia,26-06-2022,2,1758,0.14,975,3023.76
Mouse,Electronics,Cust_223,UK,24-02-2024,4,1603,0.07,619,5963.16
Mouse,Office,Cust_492,Germany,05-11-2023,1,713,0.21,1173,563.27
,Electronics,Cust_235,USA,30-05-2022,4,1751,0.17,1325,5813.32
Printer,Office,Cust_387,Canada,17-11-2022,1,354,0.2,715,283.2
Phone,Office,Cust_109,UK,05-09-2024,2,1807,0.13,1497,3144.18
Headphones,Office,Cust_165,Germany,06-04-2022,1,1655,0.14,1361,1423.3
Printer,Accessories,Cust_336,Canada,23-12-2022,7,602,0.07,181,3919.02
Monitor,Electronics,Cust_29,Canada,03-11-2024,4,743,0.22,339,2318.16
,Office,Cust_26,Australia,26-06-2023,5,726,0.21,1022,2867.7
Phone,Electronics,Cust_371,Germany,30-05-2023,3,602,0.28,769,1300.32
Laptop,Electronics,Cust_395,Canada,19-03-2022,2,1235,0.06,501,2321.8
Phone,Electronics,Cust_257,Canada,16-10-2024,2,485,0.09,962,882.7
Keyboard,Accessories,Cust_245,Germany,08-08-2022,8,928,0.2,168,59392
Laptop,Office,Cust_213,Australia,05-11-2022,2,1480,0.08,471,2723.2
Keyboard,Office,Cust_93,UK,05-05-2022,1,986,0.15,497,838.1
Mouse,Office,Cust_382,India,18-09-2024,8,1499,0.21,352,9473.68
Phone,Office,Cust_154,Australia,19-06-2024,4,1465,0.12,616,5156.8
Keyboard,Office,Cust_77,India,26-05-2022,5,875,0.23,816,3368.75
Laptop,Office,Cust_242,Canada,20-10-2023,4,1722,0.15,1137,5854.8
Monitor,Office,Cust_329,India,09-06-2022,4,843,0.12,1027,2967.36
Keyboard,Accessories,Cust_439,Australia,21-04-2022,4,628,0.1,1429,2260.8
Mouse,Office,Cust_208,Germany,30-05-2024,4,1789,0.09,647,6511.96
Printer,Accessories,Cust_238,USA,18-03-2022,9,857,0.28,39,5553.36
Mouse,Office,Cust_253,UK,19-11-2024,1,870,0.1,1268,783
Headphones,Office,Cust_256,India,05-07-2024,3,1419,0.08,844,3916.44
Headphones,Accessories,Cust_193,Canada,19-04-2023,8,1736,0.04,111,13332.48
Laptop,Electronics,Cust_307,India,26-04-2022,8,834,0.22,1018,5204.16
Headphones,Electronics,Cust_270,Canada,20-03-2022,1,1968,0.2,476,1574.4
Monitor,Office,Cust_154,Germany,11-07-2024,7,843,0.1,1228,5310.9
Mouse,Office,Cust_339,India,20-07-2023,7,1907,0.02,1113,13082.02
Mouse,Electronics,Cust_199,Canada,12-09-2024,5,544,0.19,833,2203.2
Keyboard,Electronics,Cust_223,Canada,21-09-2024,3,759,0,359,2277
Tablet,Electronics,Cust_138,India,31-07-2024,9,1062,0.18,171,7837.56
Keyboard,Accessories,Cust_405,India,10-07-2024,5,1278,0.29,39,4536.9
Headphones,Office,Cust_265,India,06-03-2022,7,1742,0.04,335,11706.24
Headphones,Accessories,Cust_188,USA,31-01-2023,2,678,0.16,583,1139.04
Laptop,Office,Cust_52,Australia,17-08-2022,9,448,0.16,57,3386.88
Laptop,Office,Cust_213,Canada,02-06-2023,9,710,0.07,1044,5942.7
Laptop,Accessories,Cust_195,Canada,20-04-2022,1,372,0.09,944,338.52
Phone,Office,Cust_161,Germany,13-12-2023,5,729,0.13,1346,3171.15
Monitor,Office,Cust_165,UK,12-02-2023,9,583,0.01,53,5194.53
Phone,Electronics,Cust_137,Canada,16-11-2024,2,1109,0.22,635,1730.04
Mouse,Office,Cust_431,Australia,11-06-2023,9,1982,0.18,289,14627.16
Keyboard,Accessories,Cust_105,USA,30-09-2023,3,1010,0.15,917,2575.5
Phone,Office,Cust_65,Germany,28-03-2024,6,1859,,1421,10930.92
Headphones,Accessories,Cust_164,Australia,31-05-2023,2,1901,0.01,1091,3763.98
Tablet,Electronics,Cust_257,UK,30-08-2022,8,729,0.01,84,5773.68
Phone,Electronics,Cust_279,Australia,28-12-2023,9,1199,0.21,1025,8524.89
Laptop,Electronics,Cust_268,Australia,21-08-2022,6,1345,0.26,376,5971.8
Keyboard,Accessories,Cust_471,USA,09-04-2022,4,120,0.29,336,340.8
Phone,Electronics,Cust_361,Germany,06-01-2022,2,1110,0.24,615,1687.2
Mouse,Electronics,Cust_498,UK,18-10-2023,5,300,0.23,857,1155
Mouse,Accessories,Cust_226,Canada,08-06-2022,5,1955,0.12,992,8602
Monitor,Office,Cust_11,Germany,03-09-2022,6,1890,0.26,851,8391.6
Mouse,Accessories,Cust_394,Germany,13-11-2024,9,315,0.25,1119,2126.25
Keyboard,Accessories,Cust_444,UK,04-01-2022,4,1049,0.18,1203,3440.72
Headphones,Electronics,Cust_349,India,15-02-2023,1,1931,0.17,1041,1602.73
Monitor,Office,Cust_493,Canada,19-06-2024,5,78,0.18,1114,319.8
Monitor,Electronics,Cust_130,UK,28-05-2024,6,1742,0.12,232,9197.76
Printer,Accessories,Cust_317,India,23-02-2023,9,986,0.3,718,6211.8
Laptop,Electronics,Cust_109,Canada,22-01-2022,8,1971,0.04,,15137.28
Tablet,Electronics,Cust_349,Germany,07-07-2023,2,1692,0.23,139,2605.68
Monitor,Electronics,Cust_124,UK,13-09-2022,4,336,0,150,1344
Tablet,Electronics,Cust_249,Canada,10-01-2023,3,163,0.02,1002,479.22
Monitor,Accessories,Cust_82,Australia,19-07-2024,6,676,0.21,1425,3204.24
Keyboard,Electronics,Cust_466,UK,22-10-2024,6,1112,0.14,209,5737.92
Mouse,Electronics,Cust_416,Germany,19-09-2024,2,1734,0.2,1131,2774.4
Phone,Electronics,Cust_381,USA,01-02-2023,7,591,0.09,1105,3764.67
Tablet,Office,Cust_284,UK,05-07-2022,2,1472,0.24,1374,2237.44
Tablet,Accessories,Cust_72,India,15-11-2023,7,1808,0.06,948,11896.64
Mouse,Office,Cust_351,USA,15-05-2023,7,1131,0.19,128,6412.77
Phone,Office,Cust_383,USA,27-04-2024,2,1805,0.07,1326,3357.3
Keyboard,Office,Cust_352,India,07-09-2024,5,1665,0.06,1302,7825.5
Keyboard,Accessories,Cust_342,Germany,27-03-2023,4,96,0.01,1016,380.16
Tablet,Office,Cust_224,UK,19-06-2023,4,1885,0.07,824,7012.2
Laptop,Office,Cust_226,India,02-10-2022,7,633,0.19,1380,3589.11
Monitor,Office,Cust_470,UK,13-08-2023,2,290,0.1,491,522
Headphones,Office,Cust_366,Australia,22-04-2023,5,741,0.04,1016,3556.8
Laptop,Electronics,Cust_200,UK,06-02-2024,4,1349,0.03,1408,5234.12
Laptop,Office,Cust_95,Germany,09-12-2024,7,752,0.11,1199,4684.96
Laptop,Accessories,Cust_91,Canada,05-03-2022,8,1296,0.08,1025,9538.56
Headphones,Electronics,Cust_491,India,15-01-2023,7,1480,0.11,1099,9220.4
Monitor,Electronics,Cust_206,Germany,02-04-2023,5,910,0.19,210,3685.5
Monitor,Accessories,Cust_471,Australia,02-12-2022,2,347,0.27,1402,506.62
Printer,Office,Cust_390,USA,01-02-2022,3,737,0.17,1491,1835.13
Tablet,Electronics,Cust_236,Germany,23-04-2022,4,1389,0.23,1494,4278.12
Laptop,Office,Cust_66,USA,17-09-2024,8,695,0.01,782,5504.4
Headphones,Accessories,Cust_41,Australia,05-07-2024,7,564,,1272,3908.52
Laptop,Accessories,Cust_92,Canada,28-11-2022,4,194,0.2,1040,620.8
Headphones,Electronics,Cust_327,USA,10-05-2022,8,430,,1446,2786.4
Headphones,Electronics,Cust_80,Canada,25-06-2022,5,1122,0.05,1471,5329.5
Tablet,Office,Cust_236,Australia,30-05-2022,5,1628,0.03,250,7895.8
Printer,Accessories,Cust_463,USA,29-01-2024,2,481,0.18,626,788.84
Mouse,Electronics,Cust_244,Germany,22-11-2023,9,672,0.17,1390,5019.84
Keyboard,Accessories,Cust_490,USA,01-09-2023,8,125,0.02,633,980
Phone,Accessories,Cust_90,Germany,17-12-2024,4,468,0.24,427,1422.72
Monitor,Electronics,Cust_319,UK,29-09-2024,9,1907,0.17,236,14245.29
Headphones,Accessories,Cust_60,Canada,04-11-2022,6,1494,0.21,1438,7081.56
Keyboard,Accessories,Cust_463,UK,14-07-2022,4,787,0.28,1051,2266.56
Tablet,Electronics,Cust_77,Canada,29-03-2023,7,1435,0.08,1364,9241.4
Headphones,Office,Cust_202,Canada,28-11-2024,4,1033,0.27,560,3016.36
Laptop,Electronics,Cust_351,Canada,13-08-2023,9,1879,0.03,1385,16403.67
Printer,Electronics,Cust_169,Canada,02-07-2022,3,928,0.24,529,2115.84
Mouse,Office,Cust_104,UK,08-06-2022,9,1553,0.22,59,10902.06
Monitor,Electronics,Cust_151,UK,28-02-2024,2,425,0.06,752,799
Mouse,Electronics,Cust_21,USA,03-02-2022,3,87,0.25,677,195.75
Mouse,Office,Cust_293,Canada,22-10-2023,4,1943,0.04,501,7461.12
Phone,Accessories,Cust_240,Germany,11-02-2023,3,1632,0.11,767,4357.44
Printer,Electronics,Cust_121,USA,08-09-2024,9,855,0.24,1117,5848.2
Headphones,Accessories,Cust_465,USA,14-04-2024,6,361,0.2,937,17328
Mouse,Accessories,Cust_368,Canada,03-08-2022,8,800,0.29,1330,4544
Printer,Electronics,Cust_180,Australia,06-05-2022,6,866,0.07,686,4832.28
Keyboard,Electronics,Cust_292,Germany,19-03-2024,4,312,0.18,405,1023.36
Tablet,Electronics,Cust_114,UK,03-11-2023,7,1918,0.05,138,12754.7
Headphones,Electronics,Cust_393,India,13-08-2024,2,1553,0.21,1195,2453.74
Phone,Electronics,Cust_259,Canada,23-02-2022,4,883,0.24,209,2684.32
Headphones,Office,Cust_241,Germany,25-12-2023,6,492,0.09,271,2686.32
Keyboard,Accessories,Cust_404,Australia,09-06-2024,7,1588,0.21,1073,8781.64
Tablet,Office,Cust_244,India,07-08-2022,8,1805,0.29,543,10252.4
Mouse,Accessories,Cust_234,UK,19-01-2022,7,262,0.13,873,1595.58
Phone,Accessories,Cust_218,Canada,27-12-2024,4,553,0.04,1387,2123.52
Printer,Electronics,Cust_394,India,22-05-2023,1,699,0.16,1289,587.16
Keyboard,Accessories,Cust_253,Canada,30-05-2023,8,1408,0.24,,8560.64
Laptop,Electronics,Cust_18,Australia,20-06-2022,5,393,,1262,1454.1
Laptop,Electronics,Cust_471,Germany,28-04-2022,7,167,0.27,703,853.37
Printer,Office,Cust_71,USA,07-02-2023,5,501,0.08,802,2304.6
Tablet,Accessories,Cust_331,USA,31-10-2023,1,669,0.24,771,508.44
Phone,Electronics,Cust_92,India,19-10-2022,9,274,0.25,965,1849.5
Monitor,Electronics,Cust_448,Germany,01-03-2022,4,282,0.05,1400,1071.6
Phone,Accessories,Cust_456,India,16-09-2022,5,1028,0.08,866,4728.8
Keyboard,Office,Cust_458,UK,15-05-2022,4,1987,0.19,997,6437.88
Phone,Accessories,Cust_332,India,20-09-2024,5,1026,0.15,962,4360.5
Printer,Office,Cust_388,Germany,26-01-2023,4,1620,0.11,942,5767.2
Tablet,Accessories,Cust_149,India,08-05-2024,7,318,0.25,398,1669.5
Headphones,Accessories,Cust_370,Germany,16-10-2024,5,1932,0.19,248,7824.6
Phone,Accessories,Cust_103,Germany,23-03-2023,8,925,0.05,1280,7030
Keyboard,Electronics,Cust_297,Germany,15-09-2024,9,1074,0,585,9666
Phone,Office,Cust_498,India,17-12-2023,9,826,0.09,209,6764.94
Monitor,Accessories,Cust_413,USA,07-02-2024,1,1284,0.11,1250,1142.76
